"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"y3lw","Donburi King (PLQ Mall)","Japanese",4.9,238,"singapore","10 Paya Lebar Rd, Paya Lebar Quarter PLQ  #03-26, Singapore,"
"hi8e","Nikutosake (PLQ Mall)","Japanese",4.4,6,"singapore","10 Paya Lebar Road #01-38, PLQ MALL SG409057,"
"gwq7","Delifrance (SingPost Centre)","Sandwiches",5.0,312,"singapore","10 Eunos Road 8 #01-141A/141B Singapore 408600,"
"yrr7","Yummy Hanoi (Paya Lebar)","Vietnamese",0.0,0,"singapore","60 Paya Lebar Road #B1-51 SG409051,"
"muiu","Sally Vietnam Food (Psa Pass Centre)","Vietnamese",4.9,39,"singapore","PSA Tanjong Pagar Complex, 7, Keppel Rd, Central, Tanjong Pagar, #01-23,"
"v6kg","Outram Ya Hua Rou Gu Cha Restaurant (Keppel Road)","Asian",4.9,1147,"singapore","01-05/07, 7 Keppel Road, Lower Central, Tanjong Pagar,"
"xcg2","Don Lechon (Grandlink Square - Paya Lebar) - Islandwide","Filipino",5.0,88,"singapore","511 Guillemard Road #01-52, Grandlink Square, Singapore 399849,"
"hahp","Lok Fu Lalapot Restaurant (PSA Pass Centre)","Asian",0.0,0,"singapore","Lok Fu Restaurant 六福大排檔啦啦煲, Keppel Rd 7 #01-10/11, 089053 Tanjong Pagar, Central, Singapore, Singapore,"
"fot2","Eat Pizza (PLQ Mall)","Pizza",4.9,133,"singapore","10 Paya Lebar Road, Paya Lebar Quarter, #01-K5 PLQ Mall, S(409057),"
"lv66","Zhengxin Chicken Steak (Paya Lebar）","",4.9,36,"singapore","60 Paya Lebar Rd, #01-71/K6/K7 Paya Lebar Square, Singapore 409051,"
"s6cm","The Soup Spoon Union (Paya Lebar)","Soups",5.0,4137,"singapore","#01-11, 60 Paya Lebar Road, Paya Lebar Square,"
"oey6","Fang Handmade Curry Puff (Ubi Road 2)","",5.0,50,"singapore","8 Ubi Road 2, #01-15 Stall 05, Zervex Building, Singapore 408538,"
"cthf","Aafiyah By Naser (Dover)","Malaysian",4.9,54,"singapore","10 Dover Drive, S 138683,"
"x7ji","Foodie Cuisine (Haig Road)","Western",4.9,412,"singapore","stall number 01-43, 14, Haig Road Market Food Center, stall number 01-43"
"ss73","QQ Rice Nus 16 (Science Drive)","Asian",0.0,0,"singapore","S16, Level 1, Kiosk 2, 3 Science Dr. 2, NUS 117543 Singapore,"
"jsiz","Bub Coffee (Science Park)","Coffee",0.0,0,"singapore","5 Science Park Drive, Shopee Singapore, #03-09,"
"a3vg","Tai Mei Wei (Hougang One)","Asian",4.9,1128,"singapore","1 Hougang Street 91, #01-04 Hougang 1 Singapore 538692,"
"m82i","Pho Lotus Vietnamese Cuisine (Science Park Drive)","Vietnamese",0.0,0,"singapore","Science Park Dr 7, 119316 Clementi, West, Singapore, Singapore,"
"ypfz","Hougang Otah (Hougang One)","Malaysian",5.0,5,"singapore","1 Hougang Street 91 #01-19, Hougang One (Inside Warong Pak Sapari) SG538692,"
"nazs","Bibimbap! (SingPost)","Korean",5.0,231,"singapore","SingPost Centre, 10, Eunos Rd 8, East, Paya Lebar, B1-154, Singapore 408600,"
"x6oc","Kazuki (Kent Ridge)","Japanese",5.0,368,"singapore","1 Lower Kent Ridge Road, One @ Kent Ridge, #01-18,"
"v4yk","MFC - My First Choice (Kinex)","American",4.9,763,"singapore","11 Tanjong Katong Road, #B1-K7 Kinex
437157 Singapore,"
"qmr0","Koo Kee (SingPost Centre)","Noodles",4.8,1115,"singapore","10 Eunos Road 8, #B1-126,"
"yocu","Jiak Pork Ribs Prawn Noodle (703 Hougang Ave 2)","Noodles",4.5,23,"singapore","703 Hougang Ave 2, Singapore 530703 #01-201,"
"rqdf","Mentai SENS (Clementi)","Japanese",4.9,544,"singapore","107 Clementi Street 12 (Sunset Way) #01-K1, Singapore, 120107,"
"x3hn","Pizza Republic (Ascent)","Pizza",4.8,397,"singapore","2 Science Park Drive,"
"ndfu","Thai Cuisine from Phitsanulok (Ubi Avenue)","Thai",4.8,44,"singapore","152 Ubi Avenue 4, #01-01,"
"dpua","A3 Bakery Cafe (Tampines) - Home-Based Vendor","Bakery",0.0,0,"singapore","111 Tampines Rd #01-04 535133,"
"mtif","STOKED! (The Oasis)","Rice Dishes",4.9,11,"singapore","87 Science Park Dr, 87, Outer Central, NUH, Oasis, #01-03 118260,"
"ypmw","Bombay Garden - Indian Cuisine (Science Park) - Restaurant Delivery","",3.9,5,"singapore","7 SCIENCE PARK DRIVE #01-25,"
"mvmm","Oasis Hideout (Dover Road)","Pizza",4.9,21,"singapore","1010 Dover Rd, #01-06 Singapore Polytechnic Graduate Guild, S 139658,"
"jqn6","Grillhaus (Wang coffee town)","Western",0.0,0,"singapore","GRILLHAUS, Ubi Rd 3 3024 #01-99Wang coffee town, 408652 Ubi, East, Singapore, Singapore,"
"uc1s","Kimly Dim Sum (Hougang St 22)","Dim Sum ",5.0,386,"singapore","Blk 246, Hougang street 22,"
"awmx","Parched (Aspial One)","Dessert",4.9,40,"singapore","Aspial One, Atrium Space, 55 Ubi Ave 3, 408864, S 408864,"
"ftiy","Hundred Acre Creamery (Clementi Street)","Dessert",5.0,31,"singapore","Clementi Street 11, Block 109, #01-37, Singapore 120109,"
"wgen","Zheng Kampong Hainanese Chicken Rice (Singapura Heritage Singpost Centre)","",4.9,11,"singapore","10 Eunos Road 8, #02-142/143,"
"oipz","Kopifellas Kiosk (Oasis)","Coffee",5.0,9,"singapore","87 Science Park Drive, #01-04, Oasis, Singapore Science Park 1 118260,"
"mjyb","Daily Serve Foodie (Hougang Avenue 2)","Beverages",3.7,34,"singapore","709 Hougang Avenue 2 #10-103, Singapore 530709,"
"abuo","KVR Foods (Ubi Techpark）","",0.0,0,"singapore","Ubi Cres 10 Lobby A, 408564 Paya Lebar, East, Singapore, Singapore,"
"mpdl","Picky Snout (Upper Serangoon Road)","Cakes",5.0,64,"singapore","1014 Upper Serangoon Road   Singapore, S 534752,"
"cv4x","Chong City Penang Laksa (City Plaza)","Noodles",3.8,19,"singapore","810 Geylang Rd, #05-02 City Plaza,, S 409286,"
"ry5w","Yu Yu Chuan Xiang Shui Zhu Yu (Ubi)","",0.0,0,"singapore","179 Ubi Avenue 4 #01-05 SG408793, S 408793,"
"cx7p","Camsuma Japanese Fusion Bowl & Noodle ( Alexandra)","Curry",0.0,0,"singapore","438 C Alexendra Road, Unit 0201, Food Haden Food Court, 119976 Singapore,"
"w7ez","Cream in a Cup (Hougang Ave)","Western",4.7,133,"singapore","Blk 678, Hougang Ave 8, #01-515,"
"tjkh","Kebab #1 (KINEX)","Middle Eastern",0.0,0,"singapore","11 Tanjong Katong Rd, #B1-K3, KINEX, S437157,"
"s9eo","Sod Cafe (Ci Yuan)","Western",5.0,4022,"singapore","51 Hougang Avenue 9,"
"pimp","Red Lantern Seafood (Telok Blangah)","Chinese",4.9,969,"singapore","65 TELOK BLANGAH DRIVE #01-144 BLANGAH VIEW,"
"fblt","The Summer Acai (Singpost Centre)","Dessert",5.0,434,"singapore","10 Eunos Road 8 #03-104 S408600,"
"w6m5","The Beignets (Hougang)","",0.0,0,"singapore","248 Hougang Ave 3 #10-428 SG530248,"
"oaxg","Lovebite Muffin & Western Food (10 Ubi Crescent)","Chicken",5.0,60,"singapore","10 UBI CRESCENT #01-04 STALL 2, S 408564,"
"m2ql","Japanese Food (Nuh)","Japanese",4.9,751,"singapore","5 Lower Kent Ridge Road #01-01 NUH Main Building, S119074,"
"ryx7","Huat Heong Bak Kut Teh (NUH)","Malaysian",4.9,273,"singapore","5 Lower Kent Ridge Road, NUH, Level 1 main Building Zone G, STALL MR1 SG119074,"
"uvgh","Jiro Restaurant (Aspial One)","",0.0,0,"singapore","55 Ubi Ave 3, Aspial one, Singapore 408864, S 408864,"
"fmt3","Rasa Sedap (Kedai Kopi Haig Road)","Fried Rice",4.9,373,"singapore","12 Haig Road #01-323, S 430012,"
"mc8f","Korean Food (Kopitiam @ Hougang One)","Chicken",4.7,56,"singapore","1 Hougang Street 91 Stall 17, Singapore 538692, S 538692,"
"gbam","Uncle Sam Tuckshop (703 Hougang Avenue)","Asian",4.1,12,"singapore","703 HOUGANG AVENUE 2 #01-201 SINGAPORE,"
"x5oa","Buttercake N Cream (Sunset Way)","Cakes",4.8,220,"singapore","Blk 106 Clementi St 12, Sunset Way 01-52,"
"rkd7","CHASHE (KINEX)","Bubble Tea",0.0,0,"singapore","Tanjong Katong Rd 11 KINEX Mall, #01-49, 437157 Paya Lebar, East, Singapore, Singapore,"
"e1i2","Garam Masala Indian And Tandoor- Restaurant Delivery (Science Park Drive)","Indian",1.4,7,"singapore","7 SCIENCE PARK DRIVE #01-25, S 119316,"
"bsw5","Stuff'D (Hougang 1)","Mexican",4.2,7,"singapore","1 HOUGANG STREET 91 #01-01 HOUGANG 1 SINGAPORE 538692,"
"g9to","4 EYES GUYS KITCHEN (Telok Blangah Street 32)","Chinese",4.8,133,"singapore","78A Telok Blangah Street 32, #02-01, MR4 Singapore 101078,"
"v6rb","The Restaurant (Buona Vista)","Seafood",4.2,18,"singapore","1010 Dover Road, Poly Gate 4, Singapore Polytechnic Graduates' Guild, SPGG, Bukit Timah, Buona Vista,"
"qag0","Feng Yuan Ban Mian 丰源板面 (Hougang One)","Chinese",4.8,84,"singapore","1 Hougang Street 91, #01-19 Hougang 1, Singapore 538692,"
"e3g9","Loi Ming (Haig Road)","Porridge",5.0,130,"singapore","14 Haig Rd, Haig Road Market & Food Centre #01-49, S 430014,"
"izfs","Ordinary Burgers (Lower Kent Ridge)","American",5.0,119,"singapore","1 Lower Kent Ridge Rd, #01-25, Singapore 119082,"
"fmml","Sando (Alexandra Technopark)","Asian",0.0,0,"singapore","SANDO at Alexandra Technopark, Alexandra Rd 438C New Tech Park, 119976 Telok Blangah, Outer Central, Singapore, Singapore,"
"datm","Soon Huat Bak Kut Teh (Kinex) - Islandwide","Asian",4.9,9,"singapore","11 Tanjong Katong Road #B1-K5,"
"y6qb","Ipoh Buntong Tea House (Ciyuan Hawker Centre)","Chinese",0.0,0,"singapore","51 Hougang Avenue 9, #01-17, Singapore 538776,"
"etns","Horiginal Beef Noodle (Telok Blangah)","Noodles",4.9,204,"singapore","78a Telok Blangah St 32 #02-01,"
"b0af","Super Coconut (Hougang 1)","Beverages",5.0,496,"singapore","1 hougang st 91 #01-34 hougang 1,"
"v0ve","Yi Dian Xin Hong Kong Dim Sum (Kovan)","Dim Sum ",4.9,1335,"singapore","1014 Upper Serangoon Road, Kovan, Hougang/Serangoon,,"
"k1ya","Haakon Superfoods & Juice (Kinex)","Healthy",4.9,1457,"singapore","11 Tanjong Katong, KINEX, #02-K3,"
"cy3k","Mr Teh Tarik Express (Eunos Road)","Asian",4.1,52,"singapore","10 Eunos Road 8, #01-131 Singapore Post Centre,"
"ym41","Partee Golf  & Bistro (Science Park Drive)","Western",0.0,0,"singapore","87 Science Park Dr, #02-01/02 Oasis Science Park, Singapore 118260,"
"n1wl","Sherlock's (Ascent)","Indian",2.0,1,"singapore","2 Science Park Drive , # 01-17 , Singapore-118222,"
"w3hh","Li Fang Congee (KINEX)","Porridge",5.0,2802,"singapore","11 Tanjong Katong Road, #B1-K9, Kinex,"
"dond","Tian Tian Lai Ban Mian Fish Soup (Paya Ubi Industrial Park)","Noodles",4.9,67,"singapore","51 Ubi Avenue 1 #01-17, Paya Ubi Industrial Park, Singapore 408933,"
"fn5l","Marais Coffee & Bakes (Kinex)","Bakery",4.9,56,"singapore","11 Tanjong Katong Road #B1-28, Kinex, Singapore 437157,"
"wv1y","JJ Japanese Cuisine (Kopitiam - Hougang One)","Japanese",4.9,429,"singapore","1 Hougang Street 91, #01-19 Hougang 1, Singapore,"
"tabw","Kopifellas (Alexandra Technopark)","",4.9,14,"singapore","Alexandra Technopark C, The Hub at ATP, Alexandra Rd 438C 438C Alexandra Road, #01-05/05A, 119976 Pasir Panjang, Outer Central, Singapore, Singapore,"
"v9ff","Penyet Town (Onekm)","Indonesian",5.0,4523,"singapore","11 Tanjong Katong Rd Onekm,"
"v1fz","Xin Wang Hong Kong Cafe (Nuh Medical Centre)","Chinese",4.9,878,"singapore","#02-10, 1 Lower Kent Ridge Road, Nuh Medical Centre, Bukit Timah, Buona Vista,"
"oizm","Botanict (Clementi Ave 2)","Vegetarian",5.0,27,"singapore","52 clememti ave 2 #01-123, S 120352,"
"axs3","Curry Paradise (Hougang Avenue 9)","Indian",4.8,32,"singapore","932 Hougang Avenue 9 SG532932,"
"qdzo","Brostern (Hougang Avenue 9)","Asian",4.8,6,"singapore","Hougang Ave 9 932, 532932 Hougang, North, Singapore, Singapore,"
"bov9","Good Combo Kitchen 好煮亿拉面小笼包 (Kinex)","Asian",0.0,0,"singapore","11 Tanjong Katong Road #01-60/61/62, Kinex, Singapore 437157,"
"kni2","S.Park Grill+Pasta (Ubi Avenue 4)","American",0.0,0,"singapore","152 Ubi Ave 4 Singapore, Singapore, S 408826,"
"zz4n","Makan Melaka (Haig Road)","Dessert",4.9,57,"singapore","12 Haig Rd, S 430012,"
"toja","MAGIC MIRCHI MASALA RESTAURANT (Clementi Street 12)","",4.8,23,"singapore","Block 106 Clementi Street 12 Unit number #01-62 Singapore 120106,"
"fdmv","恩 Live Seafood Restaurant (Psa Pass Centre) - Islandwide","",0.0,0,"singapore","7 Keppel Road, Tanjong Pagar Complex #01-01, No.7 Coffee House SG089053,"
"ybip","Bombay Garden - Indian Cuisine (Science Park)","",2.8,5,"singapore","7 SCIENCE PARK DRIVE #01-25,"
"go7i","Muscle Prep (KINEX)","Healthy",5.0,15,"singapore","KINEX, Tanjong Katong Rd 11 #B1-K22/23, 437157 Paya Lebar, East, Singapore, Singapore,"
"aifa","KOHINOOR-THE TASTE OF INDIA (Science Park) - Restaurant Delivery","Indian",0.0,0,"singapore","7 Science Park Dr, #01-01, Singapore 119316, S 119316,"
"l4up","Li Ji Coffee House (NUS)","Asian",4.9,254,"singapore","12 Science Drive 2 NUS Stall 3 Singapore 117549,"
"ujds","Poon Nah City Home Made Noodle (City Plaza)","Noodles",4.8,90,"singapore","#05-02, City Plaza, 810 Geylang Road,"
"lx9u","The Salad Crunch (Lower Kent Ridge)","",4.6,23,"singapore","1 Lower Kent Ridge Road Unit No: 01-37,"
"s6lr","Sk Cafe (City Plaza)","Pasta",4.7,1807,"singapore","810 Geylang road city Plaza #04-18/19 , Singapore 409286,"
"hwus","Ji Wei Ban Mian Fish Soup 吉味板面鱼汤 (Ubi Ave 3)","Singaporean",0.0,0,"singapore","50 Ubi Avenue 3, #01-03, Frontier, Singapore 408866,"
"w9g9","Hainanese Chicken Rice (703 Hougang)","Chicken",0.0,0,"singapore","703 Hougang Ave 2 #01-201 Singapore 530703,"
"prsb","Azuma Ryori (Kinex)","Japanese",4.8,339,"singapore","11 Tanjong Katong Road  #B1-K4, S 437157,"
"y8fe","Haig Road Cendol & Drinks (Haig Road)","Dessert",5.0,173,"singapore","14 Haig Road #01-27,"
"zicg","Kohinoor - The Taste of India (Science Park)","Indian",1.9,6,"singapore","7 Science Park Dr, #01-01, Singapore 119316,"
"w3ak","Haji Waliti Bin Haji Mazuki (Haig Road Market & Food Centre)","Noodles",5.0,1842,"singapore","01-18, 14 Haig Road, Haig Road Food Centre, Katong, East Coast,"
"kzqc","S.Saraswathy’s Kshathriya23 Saiva/Asaiva Food Casino (Clementi)","",0.0,0,"singapore","Blk.105 #03-18 (Lift C), Clementi St.12, Singapore -120 105.,"
"s3o0","Dapur Bakso (City Plaza)","Indonesian",4.9,6,"singapore","810 GEYLANG ROAD CITY PLAZA 01-28, Singapore, 409286, S 409286,"
"o7ad","Sinar Harapan (Haig Road)","Indonesian",4.8,70,"singapore","14 Haig Road #01-12, Haig Road Market & Food Centre, Singapore 430014,"
"s3es","Ci Yuan Authentic Hainanese Chicken Rice (Ci Yuan Hawker Centre)","Chicken Rice",4.9,2645,"singapore","51 Hougang Avenue 9,"
"f3ty","(pandago) Hajjah Jamillah Raj Mohamed Indian Muslim Food (Haig Road Market & Food Centre)","Noodles",5.0,153,"singapore","block 14, haig road, haig road food centre, #01-09, 430014,"
"eu7x","Dapur Penyet (City Plaza)","Indonesian",5.0,100,"singapore","City Plaza, 810 Geylang Road #01-43 SG409286, S 409286,"
"j5dg","219 THEFRIEDRICE (91 Telok Blangah)","",0.0,0,"singapore","91 TELOK BLANGAH STREET 31, #01-01 100091,"
"k1do","Ling Hui Seafood (Defu Lane)","Seafood",4.9,263,"singapore","4 Defu Lane 10,"
"oo32","Go2Eat (Hougang Avenue 4)","Western",4.9,719,"singapore","682 HOUGANG AVENUE 4, #01-346 HOUGANG VILLAGE, Singapore 530682,"
"x8to","Divine Realm Vegetarian Restaurant (Hougang Ave)","Vegetarian",5.0,2840,"singapore","501 Hougang Ave 8, #01-630,"
"nel4","Pasta Pizza (Haig Road)","Pizza",4.9,204,"singapore","12 Haig Road #01-323,"
"x3ba","Juiceland (Alexandra Retail Centre)","Beverages",4.9,87,"singapore","#01-13 Alexandra Retail Centre, 460 Alexandra Road,"
"x54p","Kang Kar Nang (Dairy Farm Mall)","Chicken",0.0,0,"singapore","4 Dairy Farm Lane,#01-12 Dairy Farm Mall,Singapore 677622, S 677622,"
"h6pa","My Genie Gourmet (Lorong 1 Realty Park)","Singaporean",5.0,210,"singapore","32 Lorong 1 Realty Park (Hougang), Singapore 536954,"
"fsuk","Bai Li Xiang Beehoon (Hougang Avenue 8)","Singaporean",4.8,40,"singapore","684 Hougang ave 8 #01-967,"
"agme","Happy House Mala Hotpot (Clementi354)","Chinese",4.9,288,"singapore","Blk354 Clementi Ave2 #01-157,"
"k36w","Monzen Izakaya and Grill (Dairy Farm Lane)","Japanese",4.9,8,"singapore","4 Dairy Farm Ln, #01-04, S 677622,"
"rpe4","Wonderful Cafe La Mian Xiao Long Bao Dim Sum (Nus)","Chinese",5.0,112,"singapore","1 Create Way, University Town NUS #01-04,"
"pcha","Mamak @ Al Sarah","Indian",4.7,12,"singapore","Tristar Complex, Geylang Rd 970 970 Geylang Road, #01-02. Pick-up @ Indian Food Stall., 423492 Katong, East, Singapore, Singapore,"
"s4ju","Pietro Ristorante Italiano (Jalan Kelulut)","Pizza",5.0,647,"singapore","12 Jalan Kelulut,"
"w6jw","Lakshmi Vilas Restaurant (Morse Road)","Indian",4.7,282,"singapore","16, MORSE ROAD, #01-203,"
"fkn8","Sajian Tradisi (Geylang Serai Market)","Indonesian",5.0,258,"singapore","1 GEYLANG SERAI #02-117,"
"y50e","KAIOHDON (460 Alexandra Rd)","Japanese",4.8,90,"singapore","119963,  Alexandra Retail Centre , 460 Alexandra Rd, #02-43A Singapore 119963, 119963 Pasir Panjang, Outer Central, Singapore, Singapore,"
"v75e","352 Roasted Delights 352 烧腊 (Clementi Avenue 2)","Asian",4.8,199,"singapore","352 Clementi Avenue 2 #01-153 (MeetUp @ 352 Coffeeshop), Singapore 120352,"
"v4ii","Ubi Dmq Eating House (Blk 304 Ubi)","Noodles",4.8,821,"singapore","#01-95, 304 Ubi Avenue 1, Ubi, Paya Lebar, Macpherson,"
"w1pu","Madeleine’S Original Portuguese Egg Tart (Tanjong Katong Road)","Cakes",5.0,482,"singapore","198 Tanjong Katong Road, Mountbatten, Fort Road,"
"nes5","Shahi Masala (Paya Lebar)","",0.0,0,"singapore","Haig Rd 26, 438735 Paya Lebar, East, Singapore, Singapore,"
"cbcg","Thai Empire (NUS UTown)","Thai",4.9,11,"singapore","Stall 2, 1 CREATE WAY, #01-04, NUS UTOWN, SINGAPORE 138602, S 138602,"
"ruul","LEE TEA (Changi Rd)","Beverages",0.0,0,"singapore","55 Changi Road #01-07 Singapore 419709,"
"vzjk","Killiney Kopitiam (Alexandra) - Islandwide","Singaporean",3.9,17,"singapore","#01-01, 456 Alexandra Road, Fragrance Empire Building, Pasir Panjang, Keppel Area,"
"y3mv","Paik's Coffee (Mapletree Business City)","Coffee",5.0,91,"singapore","40 Pasir Panjang Road, #02-39B, Mapletree Business City,"
"x7hx","6 Letter Coffee (Tanjong Katong Road)","Western",4.9,532,"singapore","259 Tanjong Katong Road,"
"w1pb","(pandago) Hopscotch (Gilman Barracks)","Western",3.5,39,"singapore","45 Malan Road, Gillman Barracks,"
"p1lz","Pasta Queen - Picnic (GreenWich V)","Italian",4.8,63,"singapore","The GreenWich V, 1 Seletar Rd #01-09/10 (inside Foodcourt),"
"i3eg","Ali's Prata (Ubi Ave)","Indian",5.0,3133,"singapore","Blk 304,Ubi Ave 1 #01-101,"
"ou58","CarCar Resto Cebu Lechon & Inasal (Tanjong Katong Road)","Filipino",4.9,9,"singapore","244 Tanjong Katong Rd, Singapore 437032, S 437032,"
"r2hs","Pasta Express (NUS Frontier)","Pasta",5.0,667,"singapore","12 Science Drive 2,"
"o35b","Kafe Tropika (Geylang Serai Market)","Beverages",5.0,99,"singapore","1 Geylang Serai, #02-116,"
"tu8u","2nd Best Noodle (Clement Avenue)","Asian",4.2,5,"singapore","BLK 354 Clementi Ave 2 #01-157 Singapore,"
"x0fl","Dharsha Indian Food (Ci Yuan Hawker Centre)","Indian",4.9,1685,"singapore","Dharsha Indian Food 51 Hougang Ave 9 #01-43,"
"zaj4","Do Qoo (NUS UTown)","Dessert",5.0,45,"singapore","1 Create Way, #01-01 Town Plaza, University Town, Singapore 138602,"
"v6pm","Jia Xiang Sarawak Kuching Kolo Mee (Arc)","Noodles",4.9,1179,"singapore","02-25, 460 Alexandra Road, ARC @ PSA, Pasir Panjang,  Keppel Area,"
"vsoy","Ah Yee Congee (Ubi Crescent)","Porridge",5.0,195,"singapore","Unit no: #01-05 71 Ubi Crescent Excalibur Centre 408571,"
"d48e","Bikanervala (Tanjong Katong) - Islandwide","Indian",4.5,38,"singapore","253 Tanjong Katong Rd,"
"xhe7","Jiu Li Xiang Chuan Cai Mala Hotpot九里香川菜.麻辣香锅 (College Avenue West)","Chinese",0.0,0,"singapore","2 College Avenue West #02-01, S 138607,"
"nga0","AL MUBIN EATING HOUSE (Changi Road)","",5.0,29,"singapore","44, Changi road , Singapore,"
"cqlp","Indian Restaurant And Catering PTE LTD (Kallang/Boon Keng)","",0.0,0,"singapore","Ubi Ave 1 302, 400302 Kallang/Boon Keng, Central, Singapore, Singapore,"
"mc0k","Seng House (Tanjong Katong Road)","Coffee",5.0,25,"singapore","214 Tanjong Katong Rd, East, Katong,,"
"yphn","Old Shifu Charcoal Porridge (Greenwich V)","Porridge",4.9,213,"singapore","Greenwich V, 1 Seletar Road #01-09/10 SG807011,"
"j0wg","Chuan Cai Mala Hotpot 川菜麻辣香锅 (Create Way)","",0.0,0,"singapore","1 Create Way #01-04, SG138602,"
"teiv","Rizq (Paya Lebar)","Western",4.8,9,"singapore","423492, 423492 Paya Lebar, East, Singapore, Singapore,"
"sv4j","684 Black & White Rojak (Hougang Avenue 8)","Singaporean",5.0,37,"singapore","684 Hougang Ave 8 #01-967 S530684,"
"jm4v","Arabiaaaa Arabic Cuisine (Geylang Serai)","Middle Eastern",5.0,166,"singapore","1 Geylang Serai #01-210 Sri Geylang Serai Singapore 402001,"
"zh3q","Man Li Seafood (Hougang Avenue 8)","Chinese",4.8,174,"singapore","681 Hougang Avenue 8 #01-809, Singapore 530681,"
"ae8i","Toko Ngopi (Haig Rd)","Beverages",4.9,89,"singapore","12 Haig Road #01-323,"
"tn1a","Oven & Fried Chicken (Tanjong Katong)","Fried Chicken",5.0,208,"singapore","230 Tanjong Katong Road SG437018,"
"y3xh","Sin Heng Kee Porridge (Hougang)","Porridge",5.0,9668,"singapore","685 Hougang Street 61 01-150,"
"y6mx","Pak Din Nasi Ayam Bakar (Geylang Serai Market And Food Centre)","Grill",5.0,504,"singapore","1 Geylang Serai Market #02-151, Singapore 402001,"
"pcv7","Mabo 419 (Tanjong Katong)","Western",0.0,0,"singapore","226 Tanjong Katong Road SG437015,"
"i27a","Baker & Cook (Dairy Farm)","Bakery",4.7,10,"singapore","4 Dairy Farm Ln, Unit # B1-01/02 677622,"
"jyit","MR RAMEN (Greenwich V)","Japanese",5.0,266,"singapore","Picnic @ Greenwich V    1 Seletar Road #01-09/10,"
"n7e6","Irna's Taste Food & Cakes (Changi Road)","Pancakes and Waffles",5.0,45,"singapore","55 Changi Road #01-20 Millage, Singapore 419709,"
"w2os","North South East West Fusion Vegetarian Cuisine (Tanjong Katong Road)","Vegetarian",5.0,868,"singapore","200 Tanjong Katong Rd,"
"x8he","Juz Scooop (Tanjong Katong)","Cakes",4.9,237,"singapore","242C Tanjong Katong Road,"
"n6ri","Arabian Turkish Kabab (Changi Rd)","",4.9,11,"singapore","Changi Rd 55, 01-21 , 419709 Paya Lebar, East, Singapore, Singapore,"
"s8np","The Royals Cafe (NUS)","Western",5.0,1080,"singapore","01-03, NUS - University Town, 1 Create Way, Buona Vista,"
"vzok","TerangBulan SG (Wisma Geylang Serai)","Dessert",4.9,24,"singapore","1 Engku Aman Turn, Wisma Geylang Serai #02-07 SG408528,"
"l1w8","Tam Kah (28 Jalan Kelulut)","Fried Rice",4.1,10,"singapore","28 Jalan Kelulut, Singapore 809045,"
"iyv1","NiuYiPin Beef Noodle (Hougang)","Asian",0.0,0,"singapore","Hougang 681 hougang avenue 8 #01-853 hougang village, Singapore, 530681,"
"x7mj","SRP Indian Muslim Food (Buangkok)","Indian",4.8,1186,"singapore","Blk 982 Boungkok Cres,"
"dd7u","Ah Khoo Kopi Toast (Upper Thomson) - Islandwide","Coffee",5.0,52,"singapore","906 Upper Thomson Road,"
"f8lu","Ke Kou Duck (Pasir Panjang)","",4.3,65,"singapore","50 pasir panjang road#03-51 mapletree business city,"
"u6ss","Sui Yuan (Dairy Farm Food Court)","Chinese",0.0,0,"singapore","4 Dairy Farm Lane, #01-12, 677622, S 677622,"
"aggv","Tokyo Taste (Dairy Farm Mall)","Japanese",4.7,10,"singapore","4 Dairy Farm Lane,#01-12 Dairy Farm Mall,Singapore 677622, S 677622,"
"xrj1","Good Things SG (Meyer Road)","Malaysian",4.7,22,"singapore","#18-02 Hawaii Tower. 73 Meyer Road. Singapore 437898,"
"y2xl","227 Curry Chicken And Curry Pork Ribs (681 Hougang Avenue 8)","Curry",4.9,237,"singapore","Blk 681 Hougang Ave 8 01-809,"
"i7yv","You Tiao Soya Bean (Ci Yuan Hawker Centre)","Dessert",4.9,213,"singapore","CI YUAN HAWKER CENTRE, 51 HOUGANG AVENUE 9, #01-19,"
"ypmn","Kebabwala Turkish Mediterranean Food (Teck Whye Lane)","Middle Eastern",4.9,703,"singapore","4 Dairy Farm Lane 01-13 677622,"
"nlx0","Jiak Mee (682 Hougang Avenue 4)","Noodles",4.9,1497,"singapore","Blk 682 Hougang Ave 4 #01-300,"
"v5ar","Yuzutei (Paris Panjang)","Japanese",4.9,289,"singapore","01-01, 100G Pasir Panjang Road, Interlocal Centre, Pasir Panjang, Keppel Area,"
"ma9z","Zai Wang Popiah (Hougang Ave 8)","",0.0,0,"singapore","684 Hougang Avenue 8 Kimly coffee shop #01-967, Singapore, 530684,"
"ncdi","Boon Heng Atas Braised Duck (Broadway Hougang Avenue 4)","Asian",4.8,16,"singapore","682 Hougang Ave 4, #01-300 S, Singapore 530682 (Broadway Coffeeshop),"
"rtzq","OPIO Kitchen & Bar (991B Alexandra Rd) - Islandwide","",0.0,0,"singapore","991B Alexandra Road #01-10,"
"af83","Musketeers Restaurant (Haig Road)","",4.8,16,"singapore","26 Haig Road, Singapore 438735,"
"ag8u","ColourFul day Cafe (ARC @ mTower)","Rice Dishes",4.8,100,"singapore","460 Alexandra Road #02-26 ARC@MTower Singapore 119963,"
